Variable,Unit,Country,Year,Value,Flags
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","1993",82,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","1994",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","1995",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","1996",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","1997",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","1998",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","1999",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2000",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2001",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2002",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2003",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2004",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2005",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2006",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2007",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2008",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2009",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2010",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2011",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Mexico","2012",99,
"Measles","% of children immunised","Mexico","1980",35,
"Measles","% of children immunised","Mexico","1981",33,
"Measles","% of children immunised","Mexico","1982",37,
"Measles","% of children immunised","Mexico","1983",23,
"Measles","% of children immunised","Mexico","1984",21,
"Measles","% of children immunised","Mexico","1985",64,
"Measles","% of children immunised","Mexico","1986",60,
"Measles","% of children immunised","Mexico","1987",54,
"Measles","% of children immunised","Mexico","1988",70,
"Measles","% of children immunised","Mexico","1989",85,
"Measles","% of children immunised","Mexico","1990",75,
"Measles","% of children immunised","Mexico","1991",89,
"Measles","% of children immunised","Mexico","1992",88,
"Measles","% of children immunised","Mexico","1993",79,
"Measles","% of children immunised","Mexico","1994",90,
"Measles","% of children immunised","Mexico","1995",90,
"Measles","% of children immunised","Mexico","1996",93,
"Measles","% of children immunised","Mexico","1997",91,
"Measles","% of children immunised","Mexico","1998",96,
"Measles","% of children immunised","Mexico","1999",94,
"Measles","% of children immunised","Mexico","2000",96,
"Measles","% of children immunised","Mexico","2001",95,
"Measles","% of children immunised","Mexico","2002",96,
"Measles","% of children immunised","Mexico","2003",96,
"Measles","% of children immunised","Mexico","2004",96,
"Measles","% of children immunised","Mexico","2005",96,
"Measles","% of children immunised","Mexico","2006",96,
"Measles","% of children immunised","Mexico","2007",96,
"Measles","% of children immunised","Mexico","2008",96,
"Measles","% of children immunised","Mexico","2009",96,
"Measles","% of children immunised","Mexico","2010",95,
"Measles","% of children immunised","Mexico","2011",98,
"Measles","% of children immunised","Mexico","2012",99,
"Influenza","% of population aged 65 years and over","Mexico","2006",51.1,
"Influenza","% of population aged 65 years and over","Mexico","2007",34.6,
"Influenza","% of population aged 65 years and over","Mexico","2008",76.1,
"Influenza","% of population aged 65 years and over","Mexico","2009",88.2,
"Influenza","% of population aged 65 years and over","Mexico","2010",94,
"Influenza","% of population aged 65 years and over","Mexico","2011",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1980",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1981",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1982",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1983",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1984",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1985",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1986",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1987",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1988",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1989",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1990",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1991",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1992",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1993",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1994",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1995",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1996",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1997",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1998",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","1999",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2000",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2001",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2002",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2003",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2004",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2005",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2006",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2007",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2008",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2009",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2010",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2011",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Netherlands","2012",97,
"Measles","% of children immunised","Netherlands","1980",91,
"Measles","% of children immunised","Netherlands","1981",91,
"Measles","% of children immunised","Netherlands","1982",91,
"Measles","% of children immunised","Netherlands","1983",92,
"Measles","% of children immunised","Netherlands","1984",93,
"Measles","% of children immunised","Netherlands","1985",92,
"Measles","% of children immunised","Netherlands","1986",92,
"Measles","% of children immunised","Netherlands","1987",92,
"Measles","% of children immunised","Netherlands","1988",92,
"Measles","% of children immunised","Netherlands","1989",94,
"Measles","% of children immunised","Netherlands","1990",94,
"Measles","% of children immunised","Netherlands","1991",93,
"Measles","% of children immunised","Netherlands","1992",94,
"Measles","% of children immunised","Netherlands","1993",95,
"Measles","% of children immunised","Netherlands","1994",94,
"Measles","% of children immunised","Netherlands","1995",94,
"Measles","% of children immunised","Netherlands","1996",94,
"Measles","% of children immunised","Netherlands","1997",96,
"Measles","% of children immunised","Netherlands","1998",96,
"Measles","% of children immunised","Netherlands","1999",95,
"Measles","% of children immunised","Netherlands","2000",96,
"Measles","% of children immunised","Netherlands","2001",96,
"Measles","% of children immunised","Netherlands","2002",95,
"Measles","% of children immunised","Netherlands","2003",95,
"Measles","% of children immunised","Netherlands","2004",96,
"Measles","% of children immunised","Netherlands","2005",96,
"Measles","% of children immunised","Netherlands","2006",95,
"Measles","% of children immunised","Netherlands","2007",96,
"Measles","% of children immunised","Netherlands","2008",96,
"Measles","% of children immunised","Netherlands","2009",96,
"Measles","% of children immunised","Netherlands","2010",96,
"Measles","% of children immunised","Netherlands","2011",96,
"Measles","% of children immunised","Netherlands","2012",96,
"Influenza","% of population aged 65 years and over","Netherlands","2000",76,
"Influenza","% of population aged 65 years and over","Netherlands","2001",76,
"Influenza","% of population aged 65 years and over","Netherlands","2002",78,
"Influenza","% of population aged 65 years and over","Netherlands","2003",77,
"Influenza","% of population aged 65 years and over","Netherlands","2004",73,
"Influenza","% of population aged 65 years and over","Netherlands","2005",77,
"Influenza","% of population aged 65 years and over","Netherlands","2006",75,
"Influenza","% of population aged 65 years and over","Netherlands","2007",78,
"Influenza","% of population aged 65 years and over","Netherlands","2008",77,
"Influenza","% of population aged 65 years and over","Netherlands","2009",74,
"Hepatitis B","% of children immunised","New Zealand","1992",67,
"Hepatitis B","% of children immunised","New Zealand","1993",74,
"Hepatitis B","% of children immunised","New Zealand","1994",81,
"Hepatitis B","% of children immunised","New Zealand","1995",88,
"Hepatitis B","% of children immunised","New Zealand","1996",94,
"Hepatitis B","% of children immunised","New Zealand","1997",99,
"Hepatitis B","% of children immunised","New Zealand","1998",87,
"Hepatitis B","% of children immunised","New Zealand","1999",89,
"Hepatitis B","% of children immunised","New Zealand","2000",90,
"Hepatitis B","% of children immunised","New Zealand","2001",90,
"Hepatitis B","% of children immunised","New Zealand","2002",89,
"Hepatitis B","% of children immunised","New Zealand","2003",89,
"Hepatitis B","% of children immunised","New Zealand","2004",88,
"Hepatitis B","% of children immunised","New Zealand","2005",87,
"Hepatitis B","% of children immunised","New Zealand","2006",87,
"Hepatitis B","% of children immunised","New Zealand","2007",88,
"Hepatitis B","% of children immunised","New Zealand","2008",90,
"Hepatitis B","% of children immunised","New Zealand","2009",93,
"Hepatitis B","% of children immunised","New Zealand","2010",90,
"Hepatitis B","% of children immunised","New Zealand","2011",95,
"Hepatitis B","% of children immunised","New Zealand","2012",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1980",76,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1981",72,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1982",73,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1983",73,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1984",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1985",72,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1986",70,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1987",67,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1988",69,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1989",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1990",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1991",81,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1992",81,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1993",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1994",84,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1995",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1996",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1997",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1998",81,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","1999",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2000",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2001",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2002",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2003",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2004",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2005",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2006",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2007",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2008",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2009",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2010",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2011",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","New Zealand","2012",93,
"Measles","% of children immunised","New Zealand","1980",80,
"Measles","% of children immunised","New Zealand","1981",77,
"Measles","% of children immunised","New Zealand","1982",74,
"Measles","% of children immunised","New Zealand","1983",71,
"Measles","% of children immunised","New Zealand","1984",67,
"Measles","% of children immunised","New Zealand","1985",64,
"Measles","% of children immunised","New Zealand","1986",60,
"Measles","% of children immunised","New Zealand","1987",67,
"Measles","% of children immunised","New Zealand","1988",75,
"Measles","% of children immunised","New Zealand","1989",83,
"Measles","% of children immunised","New Zealand","1990",90,
"Measles","% of children immunised","New Zealand","1991",82,
"Measles","% of children immunised","New Zealand","1992",82,
"Measles","% of children immunised","New Zealand","1993",85,
"Measles","% of children immunised","New Zealand","1994",87,
"Measles","% of children immunised","New Zealand","1995",84,
"Measles","% of children immunised","New Zealand","1996",92,
"Measles","% of children immunised","New Zealand","1997",99,
"Measles","% of children immunised","New Zealand","1998",81,
"Measles","% of children immunised","New Zealand","1999",83,
"Measles","% of children immunised","New Zealand","2000",85,
"Measles","% of children immunised","New Zealand","2001",85,
"Measles","% of children immunised","New Zealand","2002",84,
"Measles","% of children immunised","New Zealand","2003",84,
"Measles","% of children immunised","New Zealand","2004",83,
"Measles","% of children immunised","New Zealand","2005",82,
"Measles","% of children immunised","New Zealand","2006",82,
"Measles","% of children immunised","New Zealand","2007",79,
"Measles","% of children immunised","New Zealand","2008",86,
"Measles","% of children immunised","New Zealand","2009",89,
"Measles","% of children immunised","New Zealand","2010",91,
"Measles","% of children immunised","New Zealand","2011",93,
"Measles","% of children immunised","New Zealand","2012",92,
"Influenza","% of population aged 65 years and over","New Zealand","2002",51,
"Influenza","% of population aged 65 years and over","New Zealand","2003",63.2,
"Influenza","% of population aged 65 years and over","New Zealand","2004",58,b
"Influenza","% of population aged 65 years and over","New Zealand","2005",60.6,
"Influenza","% of population aged 65 years and over","New Zealand","2006",63.6,
"Influenza","% of population aged 65 years and over","New Zealand","2007",63.7,
"Influenza","% of population aged 65 years and over","New Zealand","2008",63.7,
"Influenza","% of population aged 65 years and over","New Zealand","2009",66.5,
"Influenza","% of population aged 65 years and over","New Zealand","2010",66.9,
"Influenza","% of population aged 65 years and over","New Zealand","2011",65.5,
"Influenza","% of population aged 65 years and over","New Zealand","2012",64.3,
"Influenza","% of population aged 65 years and over","New Zealand","2013",69,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1983",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1984",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1985",85,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1986",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1987",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1988",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1989",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1990",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1991",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1992",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1993",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1994",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1995",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1996",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1997",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1998",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","1999",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2000",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2001",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2002",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2003",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2004",92,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2005",91,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2006",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2007",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2008",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2009",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2010",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2011",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Norway","2012",95,
"Measles","% of children immunised","Norway","1983",80,
"Measles","% of children immunised","Norway","1984",80,
"Measles","% of children immunised","Norway","1985",90,
"Measles","% of children immunised","Norway","1986",87,
"Measles","% of children immunised","Norway","1987",87,
"Measles","% of children immunised","Norway","1988",87,
"Measles","% of children immunised","Norway","1989",84,
"Measles","% of children immunised","Norway","1990",87,
"Measles","% of children immunised","Norway","1991",94,
"Measles","% of children immunised","Norway","1992",96,
"Measles","% of children immunised","Norway","1993",93,
"Measles","% of children immunised","Norway","1994",94,
"Measles","% of children immunised","Norway","1995",92,
"Measles","% of children immunised","Norway","1996",92,
"Measles","% of children immunised","Norway","1997",93,
"Measles","% of children immunised","Norway","1998",91,
"Measles","% of children immunised","Norway","1999",90,
"Measles","% of children immunised","Norway","2000",88,
"Measles","% of children immunised","Norway","2001",90,
"Measles","% of children immunised","Norway","2002",87,
"Measles","% of children immunised","Norway","2003",86,
"Measles","% of children immunised","Norway","2004",89,
"Measles","% of children immunised","Norway","2005",90,
"Measles","% of children immunised","Norway","2006",92,
"Measles","% of children immunised","Norway","2007",92,
"Measles","% of children immunised","Norway","2008",93,
"Measles","% of children immunised","Norway","2009",93,
"Measles","% of children immunised","Norway","2010",93,
"Measles","% of children immunised","Norway","2011",93,
"Measles","% of children immunised","Norway","2012",94,
"Influenza","% of population aged 65 years and over","Norway","2009",43.9,
"Influenza","% of population aged 65 years and over","Norway","2010",7.7,
"Influenza","% of population aged 65 years and over","Norway","2011",14.1,
"Influenza","% of population aged 65 years and over","Norway","2012",11.4,
"Hepatitis B","% of children immunised","Poland","1991",1,
"Hepatitis B","% of children immunised","Poland","1992",1,
"Hepatitis B","% of children immunised","Poland","1993",1,
"Hepatitis B","% of children immunised","Poland","1994",4,
"Hepatitis B","% of children immunised","Poland","1995",23,
"Hepatitis B","% of children immunised","Poland","1996",56,
"Hepatitis B","% of children immunised","Poland","1997",97,
"Hepatitis B","% of children immunised","Poland","1998",99,
"Hepatitis B","% of children immunised","Poland","1999",99,
"Hepatitis B","% of children immunised","Poland","2000",99,
"Hepatitis B","% of children immunised","Poland","2001",95,
"Hepatitis B","% of children immunised","Poland","2002",98,
"Hepatitis B","% of children immunised","Poland","2003",97,
"Hepatitis B","% of children immunised","Poland","2004",98,
"Hepatitis B","% of children immunised","Poland","2005",98,
"Hepatitis B","% of children immunised","Poland","2006",98,
"Hepatitis B","% of children immunised","Poland","2007",98,
"Hepatitis B","% of children immunised","Poland","2008",98,
"Hepatitis B","% of children immunised","Poland","2009",98,
"Hepatitis B","% of children immunised","Poland","2010",98,
"Hepatitis B","% of children immunised","Poland","2011",98,
"Hepatitis B","% of children immunised","Poland","2012",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1980",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1981",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1982",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1983",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1984",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1985",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1986",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1987",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1988",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1989",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1990",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1991",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1992",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1993",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1994",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1995",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1996",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1997",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1998",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","1999",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2000",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2001",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2002",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2003",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2004",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2005",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2006",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2007",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2008",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2009",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2010",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2011",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Poland","2012",99,
"Measles","% of children immunised","Poland","1980",92,
"Measles","% of children immunised","Poland","1981",93,
"Measles","% of children immunised","Poland","1982",93,
"Measles","% of children immunised","Poland","1983",94,
"Measles","% of children immunised","Poland","1984",94,
"Measles","% of children immunised","Poland","1985",92,
"Measles","% of children immunised","Poland","1986",92,
"Measles","% of children immunised","Poland","1987",94,
"Measles","% of children immunised","Poland","1988",95,
"Measles","% of children immunised","Poland","1989",95,
"Measles","% of children immunised","Poland","1990",95,
"Measles","% of children immunised","Poland","1991",94,
"Measles","% of children immunised","Poland","1992",95,
"Measles","% of children immunised","Poland","1993",95,
"Measles","% of children immunised","Poland","1994",96,
"Measles","% of children immunised","Poland","1995",96,
"Measles","% of children immunised","Poland","1996",97,
"Measles","% of children immunised","Poland","1997",97,
"Measles","% of children immunised","Poland","1998",97,
"Measles","% of children immunised","Poland","1999",97,
"Measles","% of children immunised","Poland","2000",97,
"Measles","% of children immunised","Poland","2001",97,
"Measles","% of children immunised","Poland","2002",98,
"Measles","% of children immunised","Poland","2003",97,
"Measles","% of children immunised","Poland","2004",97,
"Measles","% of children immunised","Poland","2005",98,
"Measles","% of children immunised","Poland","2006",99,
"Measles","% of children immunised","Poland","2007",98,
"Measles","% of children immunised","Poland","2008",98,
"Measles","% of children immunised","Poland","2009",98,
"Measles","% of children immunised","Poland","2010",98,
"Measles","% of children immunised","Poland","2011",98,
"Measles","% of children immunised","Poland","2012",98,
"Influenza","% of population aged 65 years and over","Poland","2009",12.1,
"Hepatitis B","% of children immunised","Portugal","1995",6,
"Hepatitis B","% of children immunised","Portugal","1996",34,
"Hepatitis B","% of children immunised","Portugal","1997",49,
"Hepatitis B","% of children immunised","Portugal","1998",64,
"Hepatitis B","% of children immunised","Portugal","1999",61,
"Hepatitis B","% of children immunised","Portugal","2000",58,
"Hepatitis B","% of children immunised","Portugal","2001",70,
"Hepatitis B","% of children immunised","Portugal","2002",82,
"Hepatitis B","% of children immunised","Portugal","2003",94,
"Hepatitis B","% of children immunised","Portugal","2004",94,
"Hepatitis B","% of children immunised","Portugal","2005",94,
"Hepatitis B","% of children immunised","Portugal","2006",97,
"Hepatitis B","% of children immunised","Portugal","2007",97,
"Hepatitis B","% of children immunised","Portugal","2008",97,
"Hepatitis B","% of children immunised","Portugal","2009",96,
"Hepatitis B","% of children immunised","Portugal","2010",97,
"Hepatitis B","% of children immunised","Portugal","2011",98,
"Hepatitis B","% of children immunised","Portugal","2012",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1980",73,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1981",75,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1982",78,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1983",79,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1984",78,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1985",72,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1986",81,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1987",83,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1988",81,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1989",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1990",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1991",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1992",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1993",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1994",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1995",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1996",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1997",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1998",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","1999",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2000",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2001",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2002",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2003",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2004",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2005",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2006",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2007",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2008",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2009",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2010",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2011",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Portugal","2012",98,
"Measles","% of children immunised","Portugal","1980",54,
"Measles","% of children immunised","Portugal","1981",49,
"Measles","% of children immunised","Portugal","1982",46,
"Measles","% of children immunised","Portugal","1983",48,
"Measles","% of children immunised","Portugal","1984",48,
"Measles","% of children immunised","Portugal","1985",70,
"Measles","% of children immunised","Portugal","1986",75,
"Measles","% of children immunised","Portugal","1987",81,
"Measles","% of children immunised","Portugal","1988",84,
"Measles","% of children immunised","Portugal","1989",96,
"Measles","% of children immunised","Portugal","1990",85,
"Measles","% of children immunised","Portugal","1991",96,
"Measles","% of children immunised","Portugal","1992",99,
"Measles","% of children immunised","Portugal","1993",95,
"Measles","% of children immunised","Portugal","1994",91,
"Measles","% of children immunised","Portugal","1995",94,
"Measles","% of children immunised","Portugal","1996",99,
"Measles","% of children immunised","Portugal","1997",96,
"Measles","% of children immunised","Portugal","1998",96,
"Measles","% of children immunised","Portugal","1999",92,
"Measles","% of children immunised","Portugal","2000",87,
"Measles","% of children immunised","Portugal","2001",90,
"Measles","% of children immunised","Portugal","2002",93,
"Measles","% of children immunised","Portugal","2003",96,
"Measles","% of children immunised","Portugal","2004",95,
"Measles","% of children immunised","Portugal","2005",93,
"Measles","% of children immunised","Portugal","2006",97,
"Measles","% of children immunised","Portugal","2007",95,
"Measles","% of children immunised","Portugal","2008",97,
